Title,Description,Link,Published Date,news_processed
Coming soon to a Trump trial near you: Michael Cohen,"<p>The biggest news out of Trump’s trial today wasn’t anything said on the witness stand, but who will be on it next week</p><p>The biggest news out of former president <strong>Donald Trump’s</strong> trial today wasn’t anything that was said on the witness stand, but who will be on it next week.</p> <a href=""https://www.theguardian.com/us-news/article/2024/may/10/trump-trial-michael-cohen"">Continue reading...</a>",https://www.theguardian.com/us-news/article/2024/may/10/trump-trial-michael-cohen,2024-05-10 19:05:55,"Former President Donald Trump's hush-money criminal trial took a dramatic turn as adult film actor Stormy Daniels testified about an alleged sexual encounter with him from two decades ago. Trump's demeanor in the courtroom suggested a sour mood after enduring two days of intense testimony. However, the real bombshell came not from the witness stand but from the news that his former lawyer, Michael Cohen, may testify next week. This development promises to bring even more angst to the proceedings. The trial continues to captivate public attention, with the anticipation of further revelations and twists in the coming days. For more details, you can read the full article on <a href=""https://www.theguardian.com/us-news/article/2024/may/10/trump-trial-michael-cohen"">The Guardian</a>."
Louisiana supreme court to rehear case on letting child sexual abuse victims sue,"<p>Five justices voted in favor of reconsidering earlier decision to deny permission, which devastated adult survivors of clergy abuse</p><p>Weeks after the Roman Catholic archdiocese of New Orleans was identified as the subject of a <a href=""https://www.theguardian.com/us-news/2024/apr/30/new-orleans-catholic-church-child-sex-trafficking-investigation"">child sex-trafficking investigation</a>, the Louisiana state supreme court has agreed to reconsider its decision to strike down a law that had allowed victims to file civil lawsuits over long-ago abuse.</p><p>Five of the court’s justices <a href=""https://www.lasc.org/opinions/2024/23-1194.CC.action.reh.pdf"">voted</a> in favor of rehearing a case that produced a 4-3 ruling in March, dismaying survivors of the state’s decades-old clergy abuse scandal. The judges voting for a rare rehearing were chief justice John Weimer – who suggested a hearing before the end of May – and associate justices Scott Crichton, William Crain, Jay McCallum and Piper Griffin.</p> <a href=""https://www.theguardian.com/us-news/article/2024/may/10/louisiana-supreme-court-child-sexual-abuse-lawsuit-case"">Continue reading...</a>",https://www.theguardian.com/us-news/article/2024/may/10/louisiana-supreme-court-child-sexual-abuse-lawsuit-case,2024-05-10 19:57:19,"The atmosphere around Donald Trump seems to be tense following Stormy Daniels's testimony, with news emerging that his former lawyer may testify next week. Trump appeared visibly frustrated as he entered the courtroom for his hush-money criminal trial after Daniels provided a detailed account of an alleged sexual encounter with him two decades ago.

In another legal development, the Louisiana state supreme court has decided to reconsider its earlier decision to deny permission for victims of clergy abuse to file civil lawsuits over past incidents. This decision comes in the wake of a child sex-trafficking investigation involving the Roman Catholic archdiocese of New Orleans. The court's move to rehear the case, which had previously resulted in a 4-3 ruling, has brought hope to survivors of the state's historical clergy abuse scandal.

Chief Justice John Weimer, along with associate justices Scott Crichton, William Crain, Jay McCallum, and Piper Griffin, voted in favor of the rehearing. Weimer even suggested a hearing before the end of May, indicating a sense of urgency in addressing this long-standing issue. This reconsideration offers a glimmer of hope for adult survivors of clergy abuse in Louisiana, who have been devastated by the previous decision."
Brazil is reeling from catastrophic floods. What went wrong – and what does the future hold?,"<p>In the country’s south, up to half of the annual predicted rain fell in just 10 days – the third such event in a year. Experts say it is time to plan for a new normal</p><ul><li>Photographs by Daniel Marenco</li></ul><p>When the torrential rain began to swallow her city block, Cristiane Batista, 34, grabbed her three children, a couple of backpacks and her smartphone and waited at the door, hoping to be picked up by the municipal trucks preparing to evacuate the population of Muçum, in the state of Rio Grande do Sul, <a href=""https://www.theguardian.com/world/brazil"">Brazil</a>.</p><p>“I was terrified. The house was about to flood. We had to get out of there,” she says.</p> <a href=""https://www.theguardian.com/global-development/article/2024/may/10/brazil-is-reeling-from-catastrophic-floods-what-went-wrong-and-what-does-the-future-hold"">Continue reading...</a>",https://www.theguardian.com/global-development/article/2024/may/10/brazil-is-reeling-from-catastrophic-floods-what-went-wrong-and-what-does-the-future-hold,2024-05-10 11:33:39,"In the midst of a tumultuous week for Donald Trump, his demeanor reflected a sour mood as he arrived at the courtroom for his hush-money criminal trial. This followed two days of testimony from adult film actor Stormy Daniels, who detailed an alleged sexual encounter with the former president some two decades ago.

Meanwhile, in the southern part of the country, Brazil experienced a deluge of rain, with up to half of the annual predicted rainfall occurring in just 10 days. This marked the third such extreme weather event in a year, prompting experts to warn that it is time to prepare for a new normal. In the state of Rio Grande do Sul, residents like Cristiane Batista found themselves grappling with the sudden floods, forcing them to evacuate their homes with whatever they could carry.

As Trump faces mounting legal challenges and Brazil grapples with the aftermath of catastrophic floods, both situations underscore the need for resilience and preparedness in the face of unexpected events."
Tourist killings expose fragmentation of organised crime at the heart of Mexico’s extraordinary violence,"<p>The murders of two Australians and an American in Baja California show the shifting and uncertain fault lines of risk in a country where crime and the state often overlap</p><p>The killings of the Australian brothers Callum and Jake Robinson and their American friend, Jack Carter Rhoad, have highlighted the shifting and uncertain fault lines of risk in Mexico, which is simultaneously a major tourism destination and a country with hotspots of extraordinary violence.</p><p>The trio, who in April went missing in the Pacific coast state of Baja California while on a surfing trip, were later found dead, each killed by a gunshot to the head. Mexican authorities believe that they were attacked by people who wanted to steal their car tyres and <a href=""https://www.theguardian.com/world/article/2024/may/05/mexico-bodies-missing-men-police"">were killed upon resisting</a>.</p> <a href=""https://www.theguardian.com/world/article/2024/may/11/mexico-brothers-killings-australians-callum-jake-robinson-jack-carter-rhoad"">Continue reading...</a>",https://www.theguardian.com/world/article/2024/may/11/mexico-brothers-killings-australians-callum-jake-robinson-jack-carter-rhoad,2024-05-10 15:00:22,"The recent murders of two Australians and an American in Baja California have brought to light the ever-shifting and uncertain risks faced in Mexico, where the lines between crime and the state often blur. The tragic deaths of Australian brothers Callum and Jake Robinson, along with their American friend Jack Carter Rhoad, underscore the complexities of safety in a country that is both a popular tourist destination and plagued by pockets of extreme violence.

The trio, who disappeared in April during a surfing trip in Baja California, were later discovered dead, each fatally shot in the head. Mexican authorities suspect that the motive behind the attack was an attempted robbery of their car tires, and the victims were killed when they resisted the perpetrators.

This incident serves as a stark reminder of the dangers that can lurk in Mexico, a country known for its vibrant culture and natural beauty but also grappling with high levels of crime and violence. The tragic fate of these young men sheds light on the harsh realities faced by both locals and visitors in navigating the complex landscape of security in Mexico.

As the investigation into this heinous crime continues, it serves as a sobering reminder of the challenges posed by criminal activities that often intersect with the daily lives of individuals in Mexico. The story of Callum and Jake Robinson and Jack Carter Rhoad serves as a cautionary tale, highlighting the need for vigilance and awareness in a country where risks can unexpectedly escalate with tragic consequences."
The Belgian town where families take in people with psychiatric conditions,"<p>Photojournalist Ilvy Njiokiktjien was granted rare access to document the lives of boarders and their foster families in Geel, which has a remarkable, centuries-old tradition of altruistic psychiatric care</p><p>The city of Geel in Belgium has a foster care system for people dealing with mental health issues. These foster families sometimes host their boarders for decades, making them an integral part of the nuclear family. The families see the care they provide as normal, because many know it from their parents, grandparents, aunts and uncles. This system is within the DNA of Geel.</p><p>By fostering in this way the families want to normalise the lives of those with mental illness, treating them not as patients with a diagnosis, to be institutionalised, but as individuals deserving of dignity and inclusion. This way of altruistic psychiatric care has been part of Geel since the 13th century. It started when a church was built for Saint Dymphna, who is the patron saint of mental illness. Because of the construction of the church, pilgrims started flocking to the city. About 2,000 boarders were living with local farmers at that time. They helped with daily tasks. This was the beginning of the foster care system and it is still there, now spanning seven centuries.</p> <a href=""https://www.theguardian.com/society/article/2024/may/10/geel-belgian-town-familes-foster-people-with-psychiatric-conditions"">Continue reading...</a>",https://www.theguardian.com/society/article/2024/may/10/geel-belgian-town-familes-foster-people-with-psychiatric-conditions,2024-05-10 06:00:33,"In a rare and insightful look into the world of psychiatric care, photojournalist Ilvy Njiokiktjien was granted special access to document the lives of boarders and their foster families in Geel, Belgium. This city boasts a remarkable and centuries-old tradition of altruistic psychiatric care, where individuals dealing with mental health issues are welcomed into foster families as integral members.

The foster care system in Geel is unique in its longevity and approach. Families in Geel have been hosting boarders for decades, treating them with dignity and inclusion as part of the nuclear family. This tradition dates back to the 13th century when a church was built for Saint Dymphna, the patron saint of mental illness. Pilgrims flocked to the city, and about 2,000 boarders lived with local farmers, helping with daily tasks. This marked the beginning of the foster care system in Geel, a practice that has continued for over seven centuries.

The families in Geel aim to normalize the lives of those with mental illness, viewing them not as patients to be institutionalized but as individuals deserving of care and respect. This unique approach to psychiatric care has become deeply ingrained in the DNA of Geel, passed down through generations. To learn more about this fascinating tradition and the impact it has on the community, you can read the full article on The Guardian's website [here](https://www.theguardian.com/society/article/2024/may/10/geel-belgian-town-familes-foster-people-with-psychiatric-conditions)."
Beloved Cardiff pub demolished in 2012 reopens after brick-by-brick rebuild on new site,"<p>Historic alehouse frequented by a Manic Street Preacher and All Black rugby players reconstructed on edge of Welsh capital</p><p></p><p>For more than a century and a half, the Vulcan Hotel served dockers, railway workers, artists, sports stars, gamblers and dreamers and the demolition in 2012 of this beloved, spit-and-sawdust Cardiff pub felt like a bereavement.</p><p>Twelve years on, the pints are about to flow and the pickled eggs served again after a painstaking project to move the old alehouse brick by brick to a new site and reopen it as a working pub.</p> <a href=""https://www.theguardian.com/uk-news/article/2024/may/10/beloved-cardiff-pub-demolished-in-2012-reopens-after-brick-by-brick-rebuild-on-new-site"">Continue reading...</a>",https://www.theguardian.com/uk-news/article/2024/may/10/beloved-cardiff-pub-demolished-in-2012-reopens-after-brick-by-brick-rebuild-on-new-site,2024-05-10 06:00:32,"In a twist of fate, the historic Vulcan Hotel in Cardiff, frequented by a diverse array of patrons ranging from Manic Street Preachers to All Black rugby players, has been resurrected on the outskirts of the Welsh capital. For over 150 years, this iconic establishment had been a hub for dockers, railway workers, artists, sports stars, gamblers, and dreamers. Its demolition in 2012 left a void that many mourned as a loss.

However, after twelve long years, the Vulcan Hotel is set to welcome back patrons with the promise of flowing pints and pickled eggs. A meticulous project painstakingly relocated the old alehouse brick by brick to a new location, where it will once again open its doors as a fully operational pub. This revival marks a nostalgic return to a bygone era, preserving the spirit and memories of a cherished Cardiff landmark.

The resurrection of the Vulcan Hotel symbolizes more than just the physical reconstruction of a building; it represents a rekindling of community spirit and a celebration of shared history. As the doors of this beloved establishment swing open once again, they invite locals and visitors alike to step into a piece of Cardiff's past, where stories and camaraderie flow as freely as the ale on tap.

For more details, you can read the full article [here](https://www.theguardian.com/uk-news/article/2024/may/10/beloved-cardiff-pub-demolished-in-2012-reopens-after-brick-by-brick-rebuild-on-new-site)."
The true cost of El Salvador’s new gold rush – podcast,"<p>Seven years ago, El Salvador banned all mining for metals to protect its water supply. But now the government seems to be making moves to reverse the ban – and environmental activists are in the firing line. By Danielle Mackey</p> <a href=""https://www.theguardian.com/news/audio/2024/may/10/the-true-cost-of-el-salvadors-new-gold-rush-podcast"">Continue reading...</a>",https://www.theguardian.com/news/audio/2024/may/10/the-true-cost-of-el-salvadors-new-gold-rush-podcast,2024-05-10 04:00:30,"Seven years ago, El Salvador took a significant step by banning all mining for metals in order to safeguard its water supply. However, recent developments indicate that the government is considering reversing this ban, putting environmental activists in the crosshairs. The potential reversal has sparked concerns about the environmental impact and the well-being of the local communities. To learn more about the true cost of El Salvador's new gold rush and the implications of this policy shift, you can listen to the podcast by Danielle Mackey on The Guardian's website."
Rishi Sunak staggers on – but for how long? – podcast,"<p>The prime minister is another MP down after Natalie Elphicke crossed the floor to join Labour. With the Conservatives trailing by 30 points after heavy local election losses, what options does Rishi Sunak now have? Guardian political correspondent Kiran Stacey tells Helen Pidd what these losses mean for the PM, and looks at what calculation Keir Starmer made in taking in a rightwing Tory</p><p>“None of us sitting in the press gallery were expecting it,” <strong>Kiran Stacey</strong>, the Guardian’s political correspondent, tells <strong>Helen Pidd</strong>.</p><p>On Wednesday, as Rishi Sunak went into the Commons for PMQs, he realised that his party was another MP down. Natalie Elphicke had crossed the floor to join the Labour party, the second MP to do so in 10 days.</p> <a href=""https://www.theguardian.com/news/audio/2024/may/10/rishi-sunak-staggers-on-but-for-how-long-podcast"">Continue reading...</a>",https://www.theguardian.com/news/audio/2024/may/10/rishi-sunak-staggers-on-but-for-how-long-podcast,2024-05-10 02:00:27,"The political landscape in the UK took a surprising turn as Prime Minister Rishi Sunak faced another setback with the defection of MP Natalie Elphicke to the Labour party. This move comes at a challenging time for the Conservatives, who are trailing by 30 points following significant losses in local elections.

The unexpected shift in allegiance has raised questions about the options available to Rishi Sunak as he navigates this political turmoil. Guardian political correspondent Kiran Stacey sheds light on the implications of these losses for the Prime Minister, highlighting the strategic calculations made by Labour leader Keir Starmer in welcoming a right-wing Tory into the party.

As Sunak entered the Commons for Prime Minister's Questions, the reality of losing another MP became apparent, adding to the pressure on his leadership. The dramatic turn of events underscores the volatile nature of UK politics and the challenges facing the ruling party in maintaining its position.

For more insights into the evolving political landscape and the implications of these recent developments, you can listen to the full discussion between Kiran Stacey and Helen Pidd on The Guardian's podcast. [Continue reading...](https://www.theguardian.com/news/audio/2024/may/10/rishi-sunak-staggers-on-but-for-how-long-podcast)"
The week around the world in 20 pictures,"<p>War in Gaza, floods in Kenya and Brazil, the Olympic flame in Marseille and the Met Gala in New York: <a href=""https://www.instagram.com/_twenty_photos_/"">the last seven days as captured by the world’s leading photojournalists</a></p><p><strong><em>Warning: this gallery contains images that some readers may find distressing</em></strong></p> <a href=""https://www.theguardian.com/artanddesign/gallery/2024/may/10/the-week-around-the-world-in-20-pictures"">Continue reading...</a>",https://www.theguardian.com/artanddesign/gallery/2024/may/10/the-week-around-the-world-in-20-pictures,2024-05-10 19:01:51,"President Trump's mood appeared to sour following Stormy Daniels's testimony in court, where she detailed an alleged sexual encounter with him from two decades ago. The ongoing hush-money criminal trial has kept Trump on edge, especially with news emerging that his former lawyer may testify next week. The combination of Daniels's testimony and the looming possibility of further revelations has added to the president's apparent frustration. The unfolding drama surrounding Trump and his legal troubles continues to captivate the public's attention."
Floods in Brazil and the Sussexes in Nigeria: photos of the day – Friday,"<p>The Guardian’s picture editors select some of the most powerful photos from around the world</p> <a href=""https://www.theguardian.com/news/gallery/2024/may/10/floods-brazil-duke-duchess-sussex-nigeria-photos-of-the-day-friday"">Continue reading...</a>",https://www.theguardian.com/news/gallery/2024/may/10/floods-brazil-duke-duchess-sussex-nigeria-photos-of-the-day-friday,2024-05-10 11:40:02,"After enduring two days of testimony from adult film actor Stormy Daniels, President Donald Trump appeared to be in a sour mood as he arrived at the courtroom for his hush-money criminal trial. Daniels provided a detailed and explicit account of an alleged sexual encounter with Trump from two decades ago. The President's demeanor suggested frustration as he faced the aftermath of her testimony.

Adding to Trump's angst, news broke that his former lawyer may testify next week, further complicating the legal proceedings. The ongoing trial, coupled with the looming possibility of his lawyer's testimony, indicates a turbulent period ahead for the President.

In other news, The Guardian's picture editors have curated a collection of powerful photos from around the world. The selection showcases impactful images capturing various events and moments globally. To view these compelling photographs, visit The Guardian's website and explore the diverse stories they tell.

For more captivating images and stories, follow the link: [Continue reading...](https://www.theguardian.com/news/gallery/2024/may/10/floods-brazil-duke-duchess-sussex-nigeria-photos-of-the-day-friday)"
The 2024 Comedy Pet Photo awards – in pictures,"<p>From a dog with kung-fu moves to a headless horse, the <a href=""http://www.comedypetphoto.com/"">Comedy Pet Photo awards</a> choose the finalists. Winners announced on 6 June</p> <a href=""https://www.theguardian.com/world/gallery/2024/may/10/2024-comedy-pet-photo-awards-in-pictures"">Continue reading...</a>",https://www.theguardian.com/world/gallery/2024/may/10/2024-comedy-pet-photo-awards-in-pictures,2024-05-10 09:04:07,"The finalists for the Comedy Pet Photo awards have been announced, showcasing a range of hilarious and heartwarming images. From a dog with impressive kung-fu moves to a headless horse, the competition promises to bring a smile to everyone's face. The winners of the awards will be revealed on June 6th. To view the full gallery of the finalists and their amusing photos, visit the Comedy Pet Photo awards website. For more delightful snapshots from the event, check out The Guardian's coverage."
Georgian homes for sale in England for Bridgerton fans – in pictures,"<p>From a penthouse in Bath, where much of the Netflix show was filmed, to a grand pile in London that started life as a farmhouse</p> <a href=""https://www.theguardian.com/money/gallery/2024/may/10/georgian-homes-for-sale-in-england-for-bridgerton-fans-in-pictures"">Continue reading...</a>",https://www.theguardian.com/money/gallery/2024/may/10/georgian-homes-for-sale-in-england-for-bridgerton-fans-in-pictures,2024-05-10 06:00:34,"In the midst of a tumultuous week for former President Donald Trump, his demeanor suggested a sour mood as he arrived at the courtroom for his hush-money criminal trial. This followed two days of testimony from adult film actor Stormy Daniels, who detailed an alleged sexual liaison with Trump dating back some 20 years.

The atmosphere surrounding Trump only seems to be growing more tense, as news emerged that his former lawyer may testify next week. This development promises to bring further angst to an already fraught situation.

In a separate story, the luxurious settings featured in the popular Netflix show ""Bridgerton"" have captured the imagination of viewers. From a penthouse in Bath to a grand pile in London that was once a farmhouse, these Georgian homes in England have become the envy of fans. For more details and images, you can continue reading on The Guardian's website [here](https://www.theguardian.com/money/gallery/2024/may/10/georgian-homes-for-sale-in-england-for-bridgerton-fans-in-pictures)."
